what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1349993702515
stopped,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1349993702560
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1349993702588
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1349993702601
stopped,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1349993702634
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1349993702634
stopped,bundle,org.dyno.visual.swing.borders,0.9.12.I20090422-1500,"org.dyno.visual.swing.borders",1349993702661
stopped,bundle,org.dyno.visual.swing.grouplayouts,0.9.11.I20090415-2230,"org.dyno.visual.swing.grouplayouts",1349993702681
stopped,bundle,org.dyno.visual.swing.layouts,0.9.11.I20090415-2230,"org.dyno.visual.swing.layouts",1349993702712
stopped,bundle,org.dyno.visual.swing.lnfs,0.9.11.I20090415-2230,"org.dyno.visual.swing.lnfs",1349993702738
stopped,bundle,org.dyno.visual.swing.parser,0.9.11.I20090418-2330,"org.dyno.visual.swing.parser",1349993702762
